"Sorry, something went wrong. Please try again or contact us and we'll try to help.",문제가 발생했습니다. 다시 시도하거나 저희에게 연락해 주시면 도와드리겠습니다.,module,Magento_Ups,,,,,
"Sorry, something went wrong. Please try again or contact us and we'll try to help.",문제가 발생했습니다. 다시 시도하거나 저희에게 연락해 주시면 도와드리겠습니다.,module,Magento_Usps,,,,,
"Sorry, something went wrong. Please try again later.",문제가 발생했습니다. 나중에 다시 시도해 주세요.,module,Magento_Integration,,,,,
"Sorry, something went wrong. Please try again later.",문제가 발생했습니다. 나중에 다시 시도해 주세요.,module,Magento_Paypal,,,,,
"Sorry, something went wrong.",문제가 발생했습니다.,module,Magento_Paypal,,,,,
"Sorry, something went wrong during rule usage update. Please see log for details.","죄송 합니다만, 규칙 사용 업데이트 중에 문제가 발생 했습니다. 자세한 내용은 로그를 참조하십시오.",module,Magento_SalesRule,,,,,
"Sorry, something went wrong during product prices update. Please see log for details.","죄송합니다, 제품 가격 업데이트 중에 문제가 발생했습니다. 자세한 내용은 로그를 참조하십시오.",module,Magento_AsynchronousOperations,,,,,
"Sorry, something went wrong during product prices update. Please see log for details.","죄송합니다, 제품 가격 업데이트 중에 문제가 발생했습니다. 자세한 내용은 로그를 참조하십시오.",module,Magento_SharedCatalog,,,,,
"Sorry, something went wrong during product attributes update. Please see log for details.","죄송 합니다만, 제품 속성 업데이트 중에 문제가 발생 했습니다. 자세한 내용은 로그를 참조하십시오.",module,Magento_Catalog,,,,,
"Sorry, something went wrong during image resize. Please see log for details.","죄송 합니다만, 이미지 크기를 조정하는 동안 문제가 발생 했습니다. 자세한 내용은 로그를 참조하십시오.",module,Magento_MediaStorage,,,,,
"Sorry, something went wrong during customer segment update. Please see log for details.","죄송 합니다만, 고객 세그먼트 업데이트 중에 문제가 발생 했습니다. 자세한 내용은 로그를 참조하십시오.",module,Magento_CustomerSegment,,,,,
"Sorry, rates are not available for this quote..",죄송하지만 이 견적에는 요금이 적용되지 않습니다.,module,Magento_NegotiableQuote,,,,,
"Sorry, rates are not available for this quote.",죄송하지만 이 견적에는 요금을 사용할 수 없습니다.,module,Magento_NegotiableQuote,,,,,
"Sorry, no quotes are available for this order.",죄송 합니다.이 주문에 사용할 수 있는 견적이 없습니다.,module,Magento_Sales,,,,,
"Sorry, no quotes are available for this order right now.","죄송합니다, 지금 이 주문에 사용할 수 있는 견적이 없습니다.",module,Magento_Multishipping,,,,,
"Sorry, no quotes are available for this order right now.","죄송합니다, 지금 이 주문에 사용할 수 있는 견적이 없습니다.",module,Magento_Paypal,,,,,
"Sorry, no quotes are available for this order at this time","죄송합니다, 현재 이 주문에 사용할 수 있는 견적이 없습니다",module,Magento_Checkout,,,,,
"Sorry, no quotes are available for this order at this time","죄송합니다, 현재 이 주문에 사용할 수 있는 견적이 없습니다",module,Magento_NegotiableQuote,,,,,
"Sorry, but we can't find the new parent category you selected.",죄송하지만 선택한 새 상위 범주를 찾을 수 없습니다.,module,Magento_Catalog,,,,,
"Sorry, but we can't find the new category you selected.",죄송하지만 선택하신 새 카테고리를 찾을 수 없습니다.,module,Magento_Catalog,,,,,
"Sorry, but we can't deliver to the destination country with this shipping module.",죄송하지만 이 배송 모듈로는 목적지 국가로 배송할 수 없습니다.,module,Magento_OfflineShipping,,,,,
"Sorry, but we can't deliver to the destination country with this shipping module.",죄송하지만 이 배송 모듈로는 목적지 국가로 배송할 수 없습니다.,module,Magento_Shipping,,,,,
"Sorry, but the data is invalid or the file is not uploaded.",죄송하지만 데이터가 잘못되었거나 파일이 업로드되지 않았습니다.,module,Magento_ImportExport,,,,,
"Sorry, but the administrator denied subscription for guests. Please <a href=""%1"">register</a>.","""죄송하지만 관리자가 게스트 구독을 거부했습니다. <a href=""""%1"""">,module,Magento_Newsletter 레지스터</a>,모듈,Magento_Newsletter.""",module,Magento_Newsletter,,,,,
"Sorry, but something went wrong. Please contact PayPal customer service.",죄송하지만 문제가 발생했습니다. 고객 서비스에 PayPal 문의하십시오.,module,Magento_Paypal,,,,,
"Sorry, but a rate for the same website, customer group and direction or covering rate already exists.","죄송하지만 동일한 웹 사이트, 고객 그룹 및 방향 또는 커버리지 요금에 대한 요금이 이미 존재합니다.",module,Magento_Reward,,,,,
Sorry! You cannot delete this user: The user is the company admin.,미안해요! 이 사용자는 삭제할 수 없음: 사용자가 회사 관리자입니다.,module,Magento_Company,,,,,
Something went wrong: the paid amount doesn't match the order amount. Please correct this and try again.,문제가 발생했습니다: 결제 금액이 주문 금액과 일치하지 않습니다. 이 문제를 해결하고 다시 시도하십시오.,module,Magento_Authorizenet,,,,,
Something went wrong. Please try to place the order again.,문제가 발생했습니다. 다시 주문해 보십시오.,module,Magento_Quote,,,,,
Something went wrong. Please try again later.,문제가 발생했습니다. 나중에 다시 시도해 주세요.,module,Magento_Company,,,,,
Something went wrong. Please try again later.,문제가 발생했습니다. 나중에 다시 시도해 주세요.,module,Magento_CompanyCredit,,,,,
Something went wrong. Please try again later.,문제가 발생했습니다. 나중에 다시 시도해 주세요.,module,Magento_NegotiableQuote,,,,,
Something went wrong.,문제가 발생했습니다.,module,Magento_AsynchronousOperations,,,,,
Something went wrong.,문제가 발생했습니다.,module,Magento_Company,,,,,
Something went wrong.,문제가 발생했습니다.,module,Magento_ConfigurableProduct,,,,,
Something went wrong.,문제가 발생했습니다.,module,Magento_Customer,,,,,
Something went wrong.,문제가 발생했습니다.,module,Magento_CustomerCustomAttributes,,,,,
Something went wrong.,문제가 발생했습니다.,module,Magento_NegotiableQuote,,,,,
Something went wrong.,문제가 발생했습니다.,module,Magento_RequisitionList,,,,,
Something went wrong.,문제가 발생했습니다.,module,Magento_Store,,,,,
Something went wrong.,문제가 발생했습니다.,module,Magento_Ui,,,,,
Something went wrong with your request. Please try again later.,요청에 문제가 있습니다. 나중에 다시 시도해 주세요.,module,Magento_Checkout,,,,,
Something went wrong with your request. Please try again later.,요청에 문제가 있습니다. 나중에 다시 시도해 주세요.,module,Magento_Paypal,,,,,
Something went wrong with the subscription.,구독에 문제가 발생했습니다.,module,Magento_Newsletter,,,,,
Something went wrong while updating these review(s).,이 리뷰를 업데이트하는 동안 문제가 발생했습니다.,module,Magento_Review,,,,,
Something went wrong while updating the wrapping(s) status.,래핑 상태를 업데이트하는 동안 문제가 발생했습니다.,module,Magento_GiftWrapping,,,,,
Something went wrong while updating the product(s) attributes.,제품 속성을 업데이트하는 동안 문제가 발생했습니다.,module,Magento_CatalogInventory,,,,,
Something went wrong while unsubscribing you.,구독을 취소하는 동안 문제가 발생했습니다.,module,Magento_Newsletter,,,,,
Something went wrong while unassigning the order.,주문 할당을 취소하는 동안 문제가 발생했습니다.,module,Magento_Sales,,,,,
Something went wrong while sharing the gift registry.,선물 레지스트리를 공유하는 동안 문제가 발생했습니다.,module,Magento_GiftRegistry,,,,,
Something went wrong while sending invitations.,초대장을 보내는 동안 문제가 발생했습니다.,module,Magento_Invitation,,,,,
Something went wrong while sending email(s).,이메일을 보내는 동안 문제가 발생했습니다.,module,Magento_GiftRegistry,,,,,
Something went wrong while sending %1 of %2 invitations.,초대장 %2개 중 %1을(를) 보내는 동안 문제가 발생했습니다.,module,Magento_Invitation,,,,,
Something went wrong while sending %1 invitations.,%1 초대장을 보내는 동안 문제가 발생했습니다.,module,Magento_Invitation,,,,,
Something went wrong while scheduling operations.,작업을 예약하는 동안 문제가 발생했습니다.,module,Magento_NegotiableQuote,,,,,
Something went wrong while scheduling operations.,작업을 예약하는 동안 문제가 발생했습니다.,module,Magento_SharedCatalog,,,,,
Something went wrong while saving your subscription.,구독을 저장하는 동안 문제가 발생했습니다.,module,Magento_Newsletter,,,,,
Something went wrong while saving this template.,이 템플릿을 저장하는 동안 문제가 발생했습니다.,module,Magento_Newsletter,,,,,
Something went wrong while saving the url rewrite.,URL 다시 쓰기를 저장하는 동안 문제가 발생했습니다.,module,Magento_UrlRewrite,,,,,
Something went wrong while saving the shared catalog.,공유 카탈로그를 저장하는 동안 문제가 발생했습니다.,module,Magento_SharedCatalog,,,,,
Something went wrong while saving the search query.,검색어를 저장하는 동안 문제가 발생했습니다.,module,Magento_Search,,,,,
Something went wrong while saving the RMA item attribute.,RMA 항목 속성을 저장하는 동안 문제가 발생했습니다.,module,Magento_Rma,,,,,
Something went wrong while saving the page. Please refresh the page and try again.,페이지를 저장하는 동안 문제가 발생했습니다. 페이지를 새로고침한 후 다시 시도하세요.,module,Magento_Checkout,,,,,
Something went wrong while saving the hierarchy.,계층 구조를 저장하는 동안 문제가 발생했습니다.,module,Magento_VersionsCms,,,,,
Something went wrong while saving the gift message.,선물 메시지를 저장하는 동안 문제가 발생했습니다.,module,Magento_Sales,,,,,
Something went wrong while saving the file.,파일을 저장하는 동안 문제가 발생했습니다.,module,Magento_Customer,,,,,
Something went wrong while saving the %1.,%1을(를) 저장하는 동안 문제가 발생했습니다.,module,Magento_Staging,,,,,
Something went wrong while saving file.,파일을 저장하는 동안 문제가 발생했습니다.,module,Magento_Customer,,,,,
Something went wrong while removing the %1.,%1을(를) 제거하는 동안 문제가 발생했습니다.,module,Magento_Staging,,,,,
Something went wrong while processing.,처리하는 동안 문제가 발생했습니다.,module,Magento_Braintree,,,,,
Something went wrong while processing your order.,주문을 처리하는 동안 문제가 발생했습니다.,module,Magento_Paypal,,,,,
Something went wrong while processing the request.,요청을 처리하는 동안 문제가 발생했습니다.,module,Magento_AsynchronousOperations,,,,,
Something went wrong while processing the request.,요청을 처리하는 동안 문제가 발생했습니다.,module,Magento_CustomerSegment,,,,,
Something went wrong while preparing the gift card.,기프트 카드를 준비하는 동안 문제가 발생했습니다.,module,Magento_GiftCard,,,,,
Something went wrong while mass-deleting dynamic blocks. Please review the action log and try again.,다이나믹 블록을 대량으로 삭제하는 동안 문제가 발생했습니다. 작업 로그를 검토하고 다시 시도하세요.,module,Magento_Banner,,,,,
Something went wrong while importing table rates.,테이블 요금을 가져오는 동안 문제가 발생했습니다.,module,Magento_OfflineShipping,,,,,
Something went wrong while generating coupons. Please review the log and try again.,쿠폰을 생성하는 동안 문제가 발생했습니다. 로그를 검토한 후 다시 시도하세요.,module,Magento_SalesRule,,,,,
Something went wrong while editing the gift registry.,선물 레지스트리를 편집하는 동안 문제가 발생했습니다.,module,Magento_GiftRegistry,,,,,
Something went wrong while deleting these records.,이러한 레코드를 삭제하는 동안 문제가 발생했습니다.,module,Magento_Review,,,,,
Something went wrong while deleting the hierarchy.,계층 구조를 삭제하는 동안 문제가 발생했습니다.,module,Magento_VersionsCms,,,,,
Something went wrong while deleting the gift registry.,선물 레지스트리를 삭제하는 동안 문제가 발생했습니다.,module,Magento_GiftRegistry,,,,,
Something went wrong while deleting roles and permissions. You can find out more in the exceptions log.,역할 및 권한을 삭제하는 동안 문제가 발생했습니다. 예외 로그에서 자세한 내용을 확인할 수 있습니다.,module,Magento_Integration,,,,,
Something went wrong while deleting dynamic block data. Please review the action log and try again.,다이나믹 블록 데이터를 삭제하는 동안 문제가 발생했습니다. 작업 로그를 검토하고 다시 시도하세요.,module,Magento_Banner,,,,,
Something went wrong while copying the hierarchy.,계층 구조를 복사하는 동안 문제가 발생했습니다.,module,Magento_VersionsCms,,,,,
Something went wrong while assigning the order status.,주문 상태를 할당하는 동안 문제가 발생했습니다.,module,Magento_Sales,,,,,
Something went wrong during the item options declaration.,항목 옵션을 선언하는 동안 문제가 발생했습니다.,module,Magento_Quote,,,,,
Something went wrong during quote declining,견적이 감소하는 동안 문제가 발생했습니다.,module,Magento_NegotiableQuote,,,,,
Something went wrong deleting this tax rule.,이 세금 규칙을 삭제하는 데 문제가 발생했습니다.,module,Magento_Tax,,,,,
Something went wrong deleting this rate.,이 비율을 삭제하는 데 문제가 발생했습니다.,module,Magento_Tax,,,,,
Something went wrong creating a shipping label.,배송 레이블을 만드는 데 문제가 발생했습니다.,module,Magento_Rma,,,,,
Something went wrong and the operation failed.,문제가 발생하여 작업이 실패했습니다.,module,Magento_ScheduledImportExport,,,,,
Something went wrong,문제가 발생했습니다.,module,Magento_Customer,,,,,
Something is wrong with the file upload settings.,파일 업로드 설정에 문제가 있습니다.,module,Magento_Theme,,,,,
Someone logged into this account from another device or browser. Your current session is terminated.,누군가 다른 기기나 브라우저에서 이 계정에 로그인했습니다. 현재 세션이 종료되었습니다.,module,Magento_Security,,,,,
some_label,some_label,module,Magento_Config,,,,,
some_comment,some_comment,module,Magento_Config,,,,,
Some transactions are already settled or voided and cannot be voided.,일부 거래는 이미 정산되었거나 무효화되어 무효화할 수 없습니다.,module,Magento_Braintree,,,,,
Some product variations fields are not valid.,일부 제품 변형 필드가 올바르지 않습니다.,module,Magento_ConfigurableProduct,,,,,
some prefix,일부 접두사,module,Magento_Config,,,,,
Some of these products can no longer be sold.,이러한 제품 중 일부는 더 이상 판매할 수 없습니다.,module,Magento_CatalogEvent,,,,,
Some of the selected options are not currently available.,선택한 옵션 중 일부는 현재 사용할 수 없습니다.,module,Magento_Quote,,,,,
Some message,일부 메시지,module,Magento_Config,,,,,
some message,일부 메시지,module,Magento_Deploy,,,,,
Some Message,일부 메시지,module,Magento_Tax,,,,,
Some Label,일부 레이블,module,Magento_Config,,,,,
Some items in your Shopping Cart are already in the %1 requisition list.,장바구니의 일부 품목이 이미 %1 빠른주문 목록에 있습니다.,module,Magento_RequisitionList,,,,,
Some item options or their combination are not currently available.,일부 항목 옵션 또는 해당 조합은 현재 사용할 수 없습니다.,module,Magento_Quote,,,,,
Some internal exception message.,일부 내부 예외 메시지입니다.,module,Magento_Eav,,,,,
Some internal exception message.,일부 내부 예외 메시지입니다.,module,Magento_SharedCatalog,,,,,
"Some gift card accounts were not created properly. You can create gift card accounts manually <a href=""%1"">here</a>.","일부 기프트 카드 계정이 제대로 생성되지 않았습니다. 기프트 카드 계정을 수동으로 만들 수 있습니다<a href=""%1"">here</a>.",module,Magento_GiftCard,,,,,
Some Exception Message,일부 예외 메시지,module,Magento_Indexer,,,,,
Some exception,일부 예외,module,Magento_MessageQueue,,,,,
some error,일부 오류,module,Magento_Braintree,,,,,
Some error,일부 오류,module,Magento_Config,,,,,
Some error,일부 오류,module,Magento_Cron,,,,,
some error,일부 오류,module,Magento_Customer,,,,,
Some error,일부 오류,module,Magento_Deploy,,,,,
some error,일부 오류,module,Magento_Security,,,,,
Some Dynamic Actions,몇 가지 다이나믹 작업,module,Magento_Ui,,,,,
Some coupons are invalid.,일부 쿠폰은 유효하지 않습니다.,module,Magento_SalesRule,,,,,
Some addresses can't be used due to the configurations for specific countries.,일부 주소는 특정 국가의 구성으로 인해 사용할 수 없습니다.,module,Magento_Multishipping,,,,,
Some addresses can't be used due to the configurations for specific countries.,일부 주소는 특정 국가의 구성으로 인해 사용할 수 없습니다.,module,Magento_Quote,,,,,
Solr Server Username,Solr 서버 사용자 이름,module,Magento_Solr,,,,,
Solr Server Timeout,Solr 서버 시간 초과,module,Magento_Solr,,,,,
Solr Server Port,Solr 서버 포트,module,Magento_Solr,,,,,
Solr Server Path,Solr 서버 경로,module,Magento_Solr,,,,,
Solr Server Password,Solr 서버 암호,module,Magento_Solr,,,,,
Solr Server Hostname,Solr 서버 호스트 이름,module,Magento_Solr,,,,,
Sold to:,판매 대상:,module,Magento_Sales,,,,,
SOAP extension is not loaded.,SOAP 확장 기능을 불러오지 못했습니다.,module,Magento_Webapi,,,,,
Soap fault reason.,Soap 오류 이유,module,Magento_Webapi,,,,,
SOAP Settings,SOAP 설정,module,Magento_Webapi,,,,,
Smth went to exception,Smth는 예외로 갔다,module,Magento_CatalogRuleStaging,,,,,
SMS Sender Number,SMS 발신자 번호,lib,web,,,,,
Smart Post,스마트 포스트,module,Magento_Fedex,,,,,
SKU length should be %1 characters maximum.,SKU의 최대 글자수는 %1입니다.,module,Magento_Catalog,,,,,
Mask for SKU,SKU용 마스크,module,Magento_Catalog,,,,,
The SKU was not found in the catalog.,SKU를 찾을 수 없습니다.,module,Magento_AdvancedCheckout,,,,,
The SKU was not found in the catalog.,SKU를 찾을 수 없습니다.,module,Magento_RequisitionList,,,,,
Add to Order by SKU,SKU로 주문에 추가,module,Magento_AdvancedCheckout,,,,,
Order by SKU Settings,SKU로 주문 설정,module,Magento_AdvancedCheckout,,,,,
Order by SKU Description,SKU로 주문 설명,module,Magento_AdvancedCheckout,,,,,
Order by SKU,SKU로 정렬,module,Magento_AdvancedCheckout,,,,,
Order by SKU,SKU로 정렬,module,Magento_QuickOrder,,,,,
Add to Shopping Cart by SKU,SKU로 장바구니에 추가,module,Magento_AdvancedCheckout,,,,,
Add Products By SKU,SKU로 상품 추가,module,Magento_AdvancedCheckout,,,,,
Add Product by SKU,SKU로 상품 추가,module,Magento_VisualMerchandiser,,,,,
SKU: Ascending,SKU: 오름차순,module,Magento_VisualMerchandiser,,,,,
SKU: Descending,SKU: 내림차순,module,Magento_VisualMerchandiser,,,,,
SKU:,SKU:,module,Magento_AdvancedCheckout,,,,,
SKU/NPI,SKU/NPI,lib,web,,,,,
Order by SKU Template,SKU 주문 템플릿,module,Magento_AdvancedCheckout,,,,,
SKU number,SKU 번호,module,Magento_AdvancedCheckout,,,,,
Load a list of SKUs,SKU 목록 불러오기,module,Magento_AdvancedCheckout,,,,,
Load a list of SKUs,SKU 목록 불러오기,module,Magento_Widget,,,,,
Product with SKU '%1' is not linked to product with SKU '%2',SKU '%1' 상품은 SKU '%2' 상품과 연결되어있지 않습니다.,module,Magento_Catalog,,,,,
Product with SKU %1 is not linked to product with SKU %2,SKU '%1' 상품은 SKU '%2' 상품과 연결되어있지 않습니다.,module,Magento_Catalog,,,,,
SKU,SKU,module,Magento_AdvancedCheckout,,,,,
Sku,Sku,module,Magento_AdvancedCheckout,,,,,
SKU,SKU,module,Magento_Bundle,,,,,
SKU,SKU,module,Magento_BundleStaging,,,,,
SKU,SKU,module,Magento_Catalog,,,,,
SKU,SKU,module,Magento_CatalogRule,,,,,
SKU,SKU,module,Magento_CatalogStaging,,,,,
SKU,SKU,module,Magento_CatalogWidget,,,,,
SKU,SKU,module,Magento_ConfigurableProduct,,,,,
SKU,SKU,module,Magento_ConfigurableProductStaging,,,,,
SKU,SKU,module,Magento_Customer,,,,,
SKU,SKU,module,Magento_Downloadable,,,,,
SKU,SKU,module,Magento_GiftRegistry,,,,,
SKU,SKU,module,Magento_GroupedProduct,,,,,
SKU,SKU,module,Magento_GroupedProductStaging,,,,,
SKU,SKU,module,Magento_MultipleWishlist,,,,,
SKU,SKU,module,Magento_NegotiableQuote,,,,,
SKU,SKU,module,Magento_Reminder,,,,,
SKU,SKU,module,Magento_Reports,,,,,
SKU,SKU,module,Magento_RequisitionList,,,,,
SKU,SKU,module,Magento_Review,,,,,
SKU,SKU,module,Magento_ReviewStaging,,,,,
SKU,SKU,module,Magento_Rma,,,,,
SKU,SKU,module,Magento_Sales,,,,,
SKU,SKU,module,Magento_SharedCatalog,,,,,
SKU,SKU,module,Magento_Shipping,,,,,
SKU,SKU,module,Magento_Support,,,,,
SKU,SKU,module,Magento_UrlRewrite,,,,,
SKU,SKU,module,Magento_VisualMerchandiser,,,,,
Skip to the end of the images gallery,이미지 갤러리의 끝으로 건너뛰기,module,Magento_Catalog,,,,,
Skip to the beginning of the images gallery,이미지 갤러리의 시작 부분으로 건너뜁니다,module,Magento_Catalog,,,,,
Skip to Content,콘텐츠로 건너뛰기,module,Magento_Theme,,,,,
Skip quantity at this time,현재 수량 건너뛰기,module,Magento_ConfigurableProduct,,,,,
Skip price at this time,현재 가격 건너뛰기,module,Magento_ConfigurableProduct,,,,,
Skip Order Review Step,주문 검토 단계 건너뛰기,module,Magento_Paypal,,,,,
Skip Order Review,주문 검토 건너뛰기,module,Magento_Braintree,,,,,
Skip image uploading at this time,지금은 이미지 업로드를 건너뜁니다.,module,Magento_ConfigurableProduct,,,,,
Skip error entries,오류 항목 건너뛰기,module,Magento_ImportExport,,,,,
Skip Category Selection,범주 선택 건너뛰기,module,Magento_UrlRewrite,,,,,
Size for %1,%1의 크기,module,Magento_Catalog,,,,,
Size,크기,module,Magento_Paypal,,,,,
Single Hierarchy for All Store Views,모든 저장소 보기에 대한 단일 계층 구조,module,Magento_VersionsCms,,,,,
"Simply browse to <a href=""%store_url"">%store_name</a> and add the products you want to your shopping cart or wish list.","""단순히 <a href=""""%store_url"""">,module,Magento_GiftRegistry로 이동합니다. %store_name</a>, 모듈, Magento_GiftRegistry 원하는 제품을 장바구니나 위시리스트에 추가하세요.""",module,Magento_GiftRegistry,,,,,
SimpleProduct type not defined in schema.,SimpleProduct 형식이 스키마에 정의되지 않았습니다.,module,Magento_CatalogGraphQl,,,,,
Silver,은,module,Magento_Paypal,,,,,
Signifyd Guarantee Decision,기인보증결정,module,Magento_Signifyd,,,,,
"Signifyd automatically reviews your orders for fraud, telling you in seconds which orders to ship, and which to reject.,module,Magento_Signifyd
We back our approvals with 100% chargeback protection, reimbursing you the full order amount plus fees should you ever receive a fraudulent chargeback.,module,Magento_Signifyd
<p>Benefits:<ul>,module,Magento_Signifyd
<li>Grow your business without fear of fraud</li>,module,Magento_Signifyd
<li>Accept more orders and maximize your revenue</li>,module,Magento_Signifyd
<li>Automate order review and shift fraud off your plate</li></ul></p>","Signifyd는 사기 주문을 자동으로 검토하여 배송할 주문과 거부할 주문을 몇 초 만에 알려줍니다.,모듈,Magento_Signifyd
100% 지불 거절 보호로 승인을 지원하여 사기 지불 거절을 받은 경우 전체 주문 금액과 수수료를 환불합니다.,모듈,Magento_Signifyd
<p>혜택:<ul>, 모듈, Magento_Signifyd
<li>사기에 대한 두려움 없이 비즈니스를 성장시키십시오</li>,module,Magento_Signifyd
<li>더 많은 주문을 수락하고 수익을 극대화하십시오</li>,module,Magento_Signifyd
<li>주문 검토를 자동화하고 사기를 제거하십시오</li></ul></p>",module,Magento_Signifyd,,,,,
Signed-up Point,가입 지점,module,Magento_Sales,,,,,
Signed Up At,에 가입했습니다.,module,Magento_Invitation,,,,,
Signature Required,서명 필요,module,Magento_Ups,,,,,
Signature Key,서명 키,module,Magento_Authorizenet,,,,,
Signature Key,서명 키,module,Magento_AuthorizenetAcceptjs,,,,,
Signature Confirmation,서명 확인,module,Magento_Shipping,,,,,
Sign Up At,에서 가입하세요,module,Magento_Invitation,,,,,
Sign Static Files,스태틱 파일 서명,module,Magento_Backend,,,,,
Sign in now and earn %1 for this order.,지금 로그인하고 이 주문에 대해 %1을 받으세요.,module,Magento_Reward,,,,,
Sign a billing agreement to streamline further purchases with PayPal.,PayPal를 통해 추가 구매를 간소화하기 위해 청구 계약에 서명합니다.,module,Magento_Paypal,,,,,
Sign a billing agreement to streamline further purchases with PayPal.,PayPal를 통해 추가 구매를 간소화하기 위해 청구 계약에 서명합니다.,module,Magento_Paypal,,,,,
Sidebar (right),사이드바(오른쪽),module,Magento_Paypal,,,,,
Show Telephone,전화 표시,module,Magento_Customer,,,,,
Show Swatches in Product List,제품 목록에 견본 표시,module,Magento_Swatches,,,,,
Show Swatch Tooltip,견본 툴팁 표시,module,Magento_Swatches,,,,,
Show Store Credit History to Customers,고객에게 스토어 크레딧 내역 표시,module,Magento_CustomerBalance,,,,,
Show Report For:,다음에 대한 보고서 표시:,module,Magento_Reports,,,,,
Show Report,보고서 표시,module,Magento_Reports,,,,,
Show Region,지역 표시,module,Magento_GiftRegistry,,,,,
Show Packages,패키지 표시,module,Magento_Rma,,,,,
Show Packages,패키지 표시,module,Magento_Shipping,,,,,
Show on Storefront,매장에 표시,module,Magento_CustomerCustomAttributes,,,,,
Show on Storefront,매장에 표시,module,Magento_Rma,,,,,
Show My Quotes,내 따옴표 표시,module,Magento_NegotiableQuote,,,,,
Show My Orders,내 주문 표시,module,Magento_NegotiableQuote,,,,,
Show more,더 보기,module,Magento_Ui,,,,,
Show Method if Not Applicable,Show 메서드(해당되지 않는 경우),module,Magento_Dhl,,,,,
Show Method if Not Applicable,Show 메서드(해당되지 않는 경우),module,Magento_Fedex,,,,,
Show Method if Not Applicable,Show 메서드(해당되지 않는 경우),module,Magento_OfflineShipping,,,,,
Show Method if Not Applicable,Show 메서드(해당되지 않는 경우),module,Magento_Ups,,,,,
Show Method if Not Applicable,Show 메서드(해당되지 않는 경우),module,Magento_Usps,,,,,
Show Log,로그 표시,module,Magento_Support,,,,,
Show Inactive Users,비활성 사용자 표시,module,Magento_Company,,,,,
Show in Sidebar,사이드바에 표시,module,Magento_Wishlist,,,,,
Show in navigation menu.,탐색 메뉴에 표시.,module,Magento_VersionsCms,,,,,
Show for Current,현재에 대한 표시,module,Magento_Reports,,,,,
Show Fax,팩스 표시,module,Magento_Customer,,,,,
Show Details,세부 정보 표시,module,Magento_Rma,,,,,
Show Cross-sell Items in the Shopping Cart,장바구니에 교차 판매 품목 표시,module,Magento_Checkout,,,,,
Show Content as,콘텐츠를 다음으로 표시,module,Magento_CheckoutAgreements,,,,,
Show Company,쇼 회사,module,Magento_Customer,,,,,
Show All Users,모든 사용자 표시,module,Magento_Company,,,,,
Show All Quotes,모든 따옴표 표시,module,Magento_NegotiableQuote,,,,,
Show All Orders,모든 주문 표시,module,Magento_NegotiableQuote,,,,,
Show Actual Values,실제 값 표시,module,Magento_Sales,,,,,
Show Active Users,활성 사용자 표시,module,Magento_Company,,,,,
Show,보이다,module,Magento_B2b,,,,,
Shortcut Buttons Flavor,단축키 버튼 맛,module,Magento_Paypal,,,,,
Shortcut,지름길,module,Magento_Paypal,,,,,
Short,짧은,module,Magento_GiftRegistry,,,,,
Shopping cart items have been added to gift registry.,장바구니 항목이 선물 레지스트리에 추가되었습니다.,module,Magento_GiftRegistry,,,,,
Shopping cart is not empty and abandoned %1 %2 days and %3 of these conditions match:,장바구니가 비어 있지 않고 버려진 %1 %2일이며 다음 조건 중 %3이 일치합니다.,module,Magento_Reminder,,,,,
Shopping Cart from %1,%1의 쇼핑 카트,module,Magento_Customer,,,,,
Shopping cart error: %message,장바구니 오류: %message,module,Magento_QuoteGraphQl,,,,,
Shopping cart %1 only virtual items,장바구니 %1 가상 항목만,module,Magento_Reminder,,,,,
Shopping Cart %1 Amount %2 %3:,장바구니 %1 금액 %2 %3:,module,Magento_CustomerSegment,,,,,
Shopping cart %1 amount %2 %3:,장바구니 %1 금액 %2 %3:,module,Magento_Reminder,,,,,
Shopping cart %1 a coupon applied,장바구니 %1 쿠폰 적용,module,Magento_Reminder,,,,,
Shopping cart,쇼핑 카트,module,Magento_Sales,,,,,
Shop now using (150 X 60),지금 (150 × 60)를 사용하여 쇼핑하기,module,Magento_Paypal,,,,,
Shop now using (150 X 40),지금 구매하기 (150 × 40),module,Magento_Paypal,,,,,
Shipping Settings Section,배송 설정 섹션,module,Magento_Shipping,,,,,
Shipping Report,배송 보고서,module,Magento_Reports,,,,,
Shipping Region,배송 지역,module,Magento_SalesRule,,,,,
Shipping Refund,배송비 환불,module,Magento_Sales,,,,,
Shipping Prices,배송비,module,Magento_Tax,,,,,
Shipping Price,배송비,module,Magento_OfflineShipping,,,,,
Shipping Policy Parameters Section,배송 정책 매개변수 섹션,module,Magento_Shipping,,,,,
Shipping Policy Parameters,배송 정책 매개변수,module,Magento_Shipping,,,,,
Shipping Origin,배송 원산지,module,Magento_Tax,,,,,
Shipping Methods Section,배송 방법 섹션,module,Magento_Shipping,,,,,
Shipping Methods & Price,배송 방법 및 가격,module,Magento_NegotiableQuote,,,,,
Shipping Methods,배송 방법,module,Magento_Checkout,,,,,
Shipping Methods,배송 방법,module,Magento_NegotiableQuote,,,,,
Shipping method is not defined for instance purchase.,인스턴스 구매에 대한 배송 방법이 정의되어 있지 않습니다.,module,Magento_InstantPurchase,,,,,
Shipping method cannot be set for a virtual quote.,가상 견적에 대해 배송 방법을 설정할 수 없습니다.,module,Magento_NegotiableQuote,,,,,
